SaleID,DrugID,CustomerID,UnitsSold,SaleDate,BuyerType
2664,10,107,2,24-03-2021,User
2664,10,107,2,24-03-2021,User
2809,35,143,70,24-03-2021,Seller
2809,35,143,70,24-03-2021,Seller
4188,2,44,38,24-03-2021,Seller
4188,2,44,38,24-03-2021,Seller
5570,24,47,1,24-03-2021,User
6281,37,51,20,24-03-2021,Seller
6980,31,10,17,24-03-2021,Seller
7058,26,37,2,24-03-2021,User
7109,8,8,2,24-03-2021,User
7307,32,178,2,24-03-2021,User
7555,38,19,96,24-03-2021,Seller
7725,2,22,1,24-03-2021,User
8222,38,64,2,24-03-2021,User
9479,10,50,1,24-03-2021,User
123,8,136,4,25-03-2021,User
450,12,28,58,25-03-2021,Seller
478,9,150,2,25-03-2021,User
516,31,56,21,25-03-2021,Seller
1051,25,149,26,25-03-2021,Seller
1051,25,149,26,25-03-2021,Seller
1611,18,60,4,25-03-2021,User
1611,18,60,4,25-03-2021,User
1619,31,83,2,25-03-2021,User
1619,31,83,2,25-03-2021,User
1629,9,179,3,25-03-2021,User
1629,9,179,3,25-03-2021,User
2791,4,197,97,25-03-2021,Seller
2791,4,197,97,25-03-2021,Seller
3138,2,194,1,25-03-2021,User
3138,2,194,1,25-03-2021,User
3835,40,107,100,25-03-2021,Seller
3835,40,107,100,25-03-2021,Seller
5400,13,141,1,25-03-2021,User
5499,22,43,40,25-03-2021,Seller
5742,16,15,2,25-03-2021,User
5958,36,6,62,25-03-2021,Seller
7096,14,183,78,25-03-2021,Seller
7290,32,100,3,25-03-2021,User
7917,34,100,4,25-03-2021,User
8324,32,164,2,25-03-2021,User
8984,13,32,40,25-03-2021,Seller
9283,2,60,3,25-03-2021,User
9531,12,26,2,25-03-2021,User
9573,1,195,4,25-03-2021,User
9930,27,109,3,25-03-2021,User
188,5,117,4,26-03-2021,User
205,24,115,3,26-03-2021,User
367,14,77,3,26-03-2021,User
372,4,53,2,26-03-2021,User
413,6,153,3,26-03-2021,User
451,31,103,96,26-03-2021,Seller
575,23,191,83,26-03-2021,Seller
735,12,98,1,26-03-2021,User
1045,34,158,3,26-03-2021,User
1045,34,158,3,26-03-2021,User
1649,1,159,4,26-03-2021,User
1649,1,159,4,26-03-2021,User
2242,33,189,1,26-03-2021,User
2242,33,189,1,26-03-2021,User
2333,36,137,4,26-03-2021,User
2333,36,137,4,26-03-2021,User
2594,34,153,1,26-03-2021,User
2594,34,153,1,26-03-2021,User
2604,9,168,4,26-03-2021,User
2604,9,168,4,26-03-2021,User
2824,18,125,6,26-03-2021,Seller
2824,18,125,6,26-03-2021,Seller
3266,21,184,1,26-03-2021,User
3266,21,184,1,26-03-2021,User
3396,35,146,3,26-03-2021,User
3396,35,146,3,26-03-2021,User
4507,9,164,3,26-03-2021,User
4507,9,164,3,26-03-2021,User
4594,2,159,1,26-03-2021,User
4594,2,159,1,26-03-2021,User
4652,14,5,4,26-03-2021,User
4652,14,5,4,26-03-2021,User
4782,31,154,3,26-03-2021,User
4782,31,154,3,26-03-2021,User
5179,11,143,2,26-03-2021,User
5892,32,18,1,26-03-2021,User
6050,34,142,2,26-03-2021,User
6171,38,59,4,26-03-2021,User
6316,40,195,83,26-03-2021,Seller
7775,26,34,41,26-03-2021,Seller
8633,14,18,2,26-03-2021,User
8806,1,176,4,26-03-2021,User
8867,22,9,2,26-03-2021,User
9052,15,200,4,26-03-2021,User
9298,34,172,2,26-03-2021,User
9302,31,54,91,26-03-2021,Seller
189,29,190,2,27-03-2021,User
256,19,185,3,27-03-2021,User
303,23,102,95,27-03-2021,Seller
373,5,73,1,27-03-2021,User
452,10,120,5,27-03-2021,User
533,35,8,3,27-03-2021,User
647,36,20,4,27-03-2021,User
736,18,54,73,27-03-2021,Seller
808,17,118,4,27-03-2021,User
1934,14,144,15,27-03-2021,Seller
1934,14,144,15,27-03-2021,Seller
2157,36,78,1,27-03-2021,User
2157,36,78,1,27-03-2021,User
2387,27,98,3,27-03-2021,User
2387,27,98,3,27-03-2021,User
2573,38,98,3,27-03-2021,User
2573,38,98,3,27-03-2021,User
2982,39,195,2,27-03-2021,User
2982,39,195,2,27-03-2021,User
3079,5,121,3,27-03-2021,User
3079,5,121,3,27-03-2021,User
4034,31,84,14,27-03-2021,Seller
4034,31,84,14,27-03-2021,Seller
4221,32,192,12,27-03-2021,Seller
4221,32,192,12,27-03-2021,Seller
4636,11,36,2,27-03-2021,User
4636,11,36,2,27-03-2021,User
4861,15,64,4,27-03-2021,User
5245,21,57,1,27-03-2021,User
5812,2,78,1,27-03-2021,User
8768,2,62,19,27-03-2021,Seller
9060,4,171,1,27-03-2021,User
9306,9,41,47,27-03-2021,Seller
9564,34,163,1,27-03-2021,User
9706,35,151,3,27-03-2021,User
92,38,125,1,28-03-2021,User
190,34,47,13,28-03-2021,Seller
209,1,110,98,28-03-2021,Seller
215,22,34,4,28-03-2021,User
374,3,136,2,28-03-2021,User
375,29,147,4,28-03-2021,User
453,36,84,53,28-03-2021,Seller
737,2,107,3,28-03-2021,User
809,5,93,1,28-03-2021,User
1086,11,55,4,28-03-2021,User
1086,11,55,4,28-03-2021,User
1098,32,66,3,28-03-2021,User
1098,32,66,3,28-03-2021,User
1408,4,51,3,28-03-2021,User
1408,4,51,3,28-03-2021,User
1829,8,167,3,28-03-2021,User
1829,8,167,3,28-03-2021,User
2153,25,20,23,28-03-2021,Seller
2153,25,20,23,28-03-2021,Seller
2511,6,138,3,28-03-2021,User
2511,6,138,3,28-03-2021,User
4124,11,161,7,28-03-2021,Seller
4124,11,161,7,28-03-2021,Seller
4239,1,117,2,28-03-2021,User
4239,1,117,2,28-03-2021,User
4242,12,8,4,28-03-2021,User
4242,12,8,4,28-03-2021,User
4301,28,117,100,28-03-2021,Seller
4301,28,117,100,28-03-2021,Seller
4321,16,80,3,28-03-2021,User
4321,16,80,3,28-03-2021,User
4458,18,75,4,28-03-2021,User
4458,18,75,4,28-03-2021,User
4465,27,27,4,28-03-2021,User
4465,27,27,4,28-03-2021,User
4603,38,79,3,28-03-2021,User
4603,38,79,3,28-03-2021,User
5118,38,192,4,28-03-2021,User
5663,40,111,4,28-03-2021,User
5686,31,184,76,28-03-2021,Seller
7280,37,160,95,28-03-2021,Seller
7435,40,68,2,28-03-2021,User
7656,13,199,2,28-03-2021,User
8051,3,60,80,28-03-2021,Seller
8207,14,192,4,28-03-2021,User
8617,14,191,4,28-03-2021,User
8686,2,138,98,28-03-2021,Seller
8799,20,22,1,28-03-2021,User
9358,5,39,3,28-03-2021,User
9745,20,74,4,28-03-2021,User
9884,10,120,4,28-03-2021,User
9973,22,151,3,28-03-2021,User
28,14,103,2,29-03-2021,User
191,40,187,1,29-03-2021,User
375,29,147,4,29-03-2021,User
454,27,83,17,29-03-2021,Seller
524,8,143,4,29-03-2021,User
589,35,200,4,29-03-2021,User
738,7,182,3,29-03-2021,User
1579,18,79,21,29-03-2021,Seller
1579,18,79,21,29-03-2021,Seller
2820,2,142,3,29-03-2021,User
2820,2,142,3,29-03-2021,User
2935,18,141,52,29-03-2021,Seller
2935,18,141,52,29-03-2021,Seller
3136,32,87,4,29-03-2021,User
3136,32,87,4,29-03-2021,User
3152,25,140,2,29-03-2021,User
3152,25,140,2,29-03-2021,User
3640,34,4,2,29-03-2021,User
3640,34,4,2,29-03-2021,User
4176,6,98,4,29-03-2021,User
4176,6,98,4,29-03-2021,User
4832,13,85,1,29-03-2021,User
5246,25,100,1,29-03-2021,User
5595,9,171,1,29-03-2021,User
5785,10,194,14,29-03-2021,Seller
6497,34,154,82,29-03-2021,Seller
6840,2,113,4,29-03-2021,User
6883,16,158,6,29-03-2021,Seller
7767,2,148,3,29-03-2021,User
9777,26,6,4,29-03-2021,User
9955,5,141,2,29-03-2021,User
192,22,64,1,30-03-2021,User
311,15,182,1,30-03-2021,User
376,38,75,70,30-03-2021,Seller
455,35,169,2,30-03-2021,User
540,5,135,3,30-03-2021,User
739,19,184,3,30-03-2021,User
826,27,112,67,30-03-2021,Seller
885,35,79,39,30-03-2021,Seller
1177,39,186,4,30-03-2021,User
1177,39,186,4,30-03-2021,User
1966,23,56,57,30-03-2021,Seller
1966,23,56,57,30-03-2021,Seller
2124,6,170,26,30-03-2021,Seller
2124,6,170,26,30-03-2021,Seller
2825,6,85,63,30-03-2021,Seller
2825,6,85,63,30-03-2021,Seller
3072,29,128,4,30-03-2021,User
3072,29,128,4,30-03-2021,User
3144,25,33,35,30-03-2021,Seller
3144,25,33,35,30-03-2021,Seller
3962,13,192,81,30-03-2021,Seller
3962,13,192,81,30-03-2021,Seller
4190,15,44,1,30-03-2021,User
4190,15,44,1,30-03-2021,User
4418,32,22,2,30-03-2021,User
4418,32,22,2,30-03-2021,User
4467,27,98,3,30-03-2021,User
4467,27,98,3,30-03-2021,User
4965,21,40,51,30-03-2021,Seller
5225,33,56,66,30-03-2021,Seller
5704,7,187,1,30-03-2021,User
6273,4,40,4,30-03-2021,User
6738,18,125,2,30-03-2021,User
7968,13,176,2,30-03-2021,User
8120,8,145,4,30-03-2021,User
8260,8,160,3,30-03-2021,User
8730,15,6,64,30-03-2021,Seller
9987,13,165,4,30-03-2021,User
269,33,72,2,31-03-2021,User
341,20,148,41,31-03-2021,Seller
456,37,191,55,31-03-2021,Seller
671,3,83,3,31-03-2021,User
843,24,74,2,31-03-2021,User
1100,3,97,2,31-03-2021,User
1100,3,97,2,31-03-2021,User
1831,3,13,1,31-03-2021,User
1831,3,13,1,31-03-2021,User
3369,39,4,51,31-03-2021,Seller
3369,39,4,51,31-03-2021,Seller
3773,26,150,3,31-03-2021,User
3773,26,150,3,31-03-2021,User
3781,12,83,2,31-03-2021,User
3781,12,83,2,31-03-2021,User
4530,26,115,61,31-03-2021,Seller
4530,26,115,61,31-03-2021,Seller
4632,36,10,3,31-03-2021,User
4632,36,10,3,31-03-2021,User
4888,26,14,1,31-03-2021,User
4912,27,154,2,31-03-2021,User
5653,30,86,2,31-03-2021,User
5703,19,119,4,31-03-2021,User
5768,38,84,1,31-03-2021,User
7181,12,80,2,31-03-2021,User
7550,1,2,1,31-03-2021,User
8302,2,4,4,31-03-2021,User
8648,26,16,2,31-03-2021,User
9226,9,193,13,31-03-2021,Seller
9446,15,42,2,31-03-2021,User
9476,33,61,76,31-03-2021,Seller
30,2,90,3,01-04-2021,User
69,6,57,33,01-04-2021,Seller
82,10,114,1,01-04-2021,User
324,19,190,3,01-04-2021,User
457,30,70,40,01-04-2021,Seller
488,5,141,1,01-04-2021,User
1638,30,14,91,01-04-2021,Seller
1638,30,14,91,01-04-2021,Seller
1786,9,113,1,01-04-2021,User
1786,9,113,1,01-04-2021,User
2752,13,18,2,01-04-2021,User
2752,13,18,2,01-04-2021,User
2989,20,25,4,01-04-2021,User
2989,20,25,4,01-04-2021,User
3115,34,73,1,01-04-2021,User
3115,34,73,1,01-04-2021,User
3314,3,2,3,01-04-2021,User
3314,3,2,3,01-04-2021,User
3613,34,128,20,01-04-2021,Seller
3613,34,128,20,01-04-2021,Seller
4061,28,46,98,01-04-2021,Seller
4061,28,46,98,01-04-2021,Seller
4676,34,82,3,01-04-2021,User
4676,34,82,3,01-04-2021,User
4736,20,74,4,01-04-2021,User
4736,20,74,4,01-04-2021,User
4948,14,144,4,01-04-2021,User
5080,21,116,3,01-04-2021,User
5816,23,92,1,01-04-2021,User
5899,37,9,95,01-04-2021,Seller
6481,16,96,1,01-04-2021,User
6485,11,150,4,01-04-2021,User
6758,23,16,74,01-04-2021,Seller
7009,12,162,1,01-04-2021,User
7319,34,177,52,01-04-2021,Seller
7436,13,21,24,01-04-2021,Seller
7603,18,161,22,01-04-2021,Seller
9290,35,55,4,01-04-2021,User
9523,21,134,2,01-04-2021,User
9642,2,88,1,01-04-2021,User
9684,13,100,4,01-04-2021,User
9994,25,97,46,01-04-2021,Seller
193,30,140,1,02-04-2021,User
350,6,128,3,02-04-2021,User
377,30,43,3,02-04-2021,User
458,32,136,22,02-04-2021,Seller
740,34,7,1,02-04-2021,User
754,4,59,4,02-04-2021,User
1377,39,68,86,02-04-2021,Seller
1377,39,68,86,02-04-2021,Seller
1391,5,171,3,02-04-2021,User
1391,5,171,3,02-04-2021,User
1569,24,194,5,02-04-2021,Seller
1569,24,194,5,02-04-2021,Seller
1997,14,123,69,02-04-2021,Seller
1997,14,123,69,02-04-2021,Seller
2620,37,15,1,02-04-2021,User
2620,37,15,1,02-04-2021,User
3498,35,182,4,02-04-2021,User
3498,35,182,4,02-04-2021,User
3748,27,126,6,02-04-2021,Seller
3748,27,126,6,02-04-2021,Seller
4234,29,88,60,02-04-2021,Seller
4234,29,88,60,02-04-2021,Seller
4591,9,50,1,02-04-2021,User
4591,9,50,1,02-04-2021,User
4727,16,15,3,02-04-2021,User
4727,16,15,3,02-04-2021,User
5150,33,126,4,02-04-2021,User
5367,25,142,2,02-04-2021,User
5523,24,118,1,02-04-2021,User
5873,13,80,77,02-04-2021,Seller
6215,11,160,3,02-04-2021,User
6457,8,28,3,02-04-2021,User
7576,32,61,2,02-04-2021,User
7636,37,154,1,02-04-2021,User
7985,33,21,2,02-04-2021,User
8107,33,51,1,02-04-2021,User
9334,8,160,3,02-04-2021,User
194,28,140,70,03-04-2021,Seller
335,39,151,90,03-04-2021,Seller
378,38,128,7,03-04-2021,Seller
407,34,6,56,03-04-2021,Seller
459,13,180,6,03-04-2021,User
741,1,127,9,03-04-2021,Seller
869,14,95,2,03-04-2021,User
1578,8,185,1,03-04-2021,User
1578,8,185,1,03-04-2021,User
1662,6,177,2,03-04-2021,User
1662,6,177,2,03-04-2021,User
2022,4,126,70,03-04-2021,Seller
2022,4,126,70,03-04-2021,Seller
2106,30,162,60,03-04-2021,Seller
2106,30,162,60,03-04-2021,Seller
2211,9,46,1,03-04-2021,User
2211,9,46,1,03-04-2021,User
3108,29,165,1,03-04-2021,User
3108,29,165,1,03-04-2021,User
3263,19,51,3,03-04-2021,User
3263,19,51,3,03-04-2021,User
4204,37,90,1,03-04-2021,User
4204,37,90,1,03-04-2021,User
4223,11,42,2,03-04-2021,User
4223,11,42,2,03-04-2021,User
4433,39,30,1,03-04-2021,User
4433,39,30,1,03-04-2021,User
4450,38,96,3,03-04-2021,User
4450,38,96,3,03-04-2021,User
5159,13,125,1,03-04-2021,User
5565,32,122,4,03-04-2021,User
5782,8,88,1,03-04-2021,User
6082,9,192,96,03-04-2021,Seller
6297,34,145,1,03-04-2021,User
6691,24,123,2,03-04-2021,User
7130,38,84,2,03-04-2021,User
7393,10,82,3,03-04-2021,User
7802,27,81,1,03-04-2021,User
7934,9,89,4,03-04-2021,User
8449,16,187,4,03-04-2021,User
8725,38,97,4,03-04-2021,User
9468,5,164,97,03-04-2021,Seller
9645,1,1,2,03-04-2021,User
9916,15,110,1,03-04-2021,User
195,32,140,4,04-04-2021,User
379,22,92,2,04-04-2021,User
460,36,129,9,04-04-2021,User
633,17,68,2,04-04-2021,User
742,34,13,84,04-04-2021,Seller
1469,9,139,2,04-04-2021,User
1469,9,139,2,04-04-2021,User
1497,4,140,52,04-04-2021,Seller
1497,4,140,52,04-04-2021,Seller
1727,15,34,1,04-04-2021,User
1727,15,34,1,04-04-2021,User
2183,19,68,11,04-04-2021,Seller
2183,19,68,11,04-04-2021,Seller
2537,17,172,2,04-04-2021,User
2537,17,172,2,04-04-2021,User
2836,25,14,3,04-04-2021,User
2836,25,14,3,04-04-2021,User
2908,36,193,3,04-04-2021,User
2908,36,193,3,04-04-2021,User
2983,19,165,11,04-04-2021,Seller
2983,19,165,11,04-04-2021,Seller
3200,8,113,4,04-04-2021,User
3200,8,113,4,04-04-2021,User
3217,32,6,21,04-04-2021,Seller
3217,32,6,21,04-04-2021,Seller
3324,10,28,2,04-04-2021,User
3324,10,28,2,04-04-2021,User
3710,31,1,4,04-04-2021,User
3710,31,1,4,04-04-2021,User
3820,4,102,1,04-04-2021,User
3820,4,102,1,04-04-2021,User
3968,13,17,2,04-04-2021,User
3968,13,17,2,04-04-2021,User
4116,11,42,3,04-04-2021,User
4116,11,42,3,04-04-2021,User
4179,24,83,4,04-04-2021,User
4179,24,83,4,04-04-2021,User
4921,6,62,1,04-04-2021,User
5050,19,110,3,04-04-2021,User
5328,13,178,1,04-04-2021,User
6899,34,15,2,04-04-2021,User
8335,13,143,2,04-04-2021,User
8776,39,87,1,04-04-2021,User
9106,27,67,3,04-04-2021,User
9210,31,165,3,04-04-2021,User
9859,30,115,15,04-04-2021,Seller
9881,12,83,4,04-04-2021,User
9977,7,133,2,04-04-2021,User
196,37,108,24,05-04-2021,Seller
380,10,160,89,05-04-2021,Seller
461,31,29,6,05-04-2021,User
502,1,68,1,05-04-2021,User
743,18,96,1,05-04-2021,User
946,7,22,1,05-04-2021,User
1169,16,24,58,05-04-2021,Seller
1169,16,24,58,05-04-2021,Seller
1506,1,87,28,05-04-2021,Seller
1506,1,87,28,05-04-2021,Seller
1558,31,91,4,05-04-2021,User
1558,31,91,4,05-04-2021,User
1623,21,31,2,05-04-2021,User
1623,21,31,2,05-04-2021,User
1674,15,195,4,05-04-2021,User
1674,15,195,4,05-04-2021,User
2100,16,171,2,05-04-2021,User
2100,16,171,2,05-04-2021,User
2208,11,151,4,05-04-2021,User
2208,11,151,4,05-04-2021,User
3139,33,56,2,05-04-2021,User
3139,33,56,2,05-04-2021,User
3141,26,22,1,05-04-2021,User
3141,26,22,1,05-04-2021,User
3417,28,113,2,05-04-2021,User
3417,28,113,2,05-04-2021,User
3696,38,44,83,05-04-2021,Seller
3696,38,44,83,05-04-2021,Seller
4897,1,30,2,05-04-2021,User
5083,34,83,4,05-04-2021,User
5508,23,21,57,05-04-2021,Seller
6902,8,141,4,05-04-2021,User
6917,31,85,3,05-04-2021,User
7632,17,78,46,05-04-2021,Seller
8487,30,200,4,05-04-2021,User
8681,37,61,4,05-04-2021,User
9016,25,167,4,05-04-2021,User
9176,28,79,3,05-04-2021,User
9773,1,85,1,05-04-2021,User
9786,20,115,2,05-04-2021,User
197,30,151,1,06-04-2021,User
381,24,19,41,06-04-2021,Seller
462,34,75,79,06-04-2021,Seller
503,24,188,2,06-04-2021,User
514,25,48,1,06-04-2021,User
724,3,59,42,06-04-2021,Seller
744,5,121,1,06-04-2021,User
862,40,156,3,06-04-2021,User
1134,6,20,3,06-04-2021,User
1134,6,20,3,06-04-2021,User
1201,17,125,3,06-04-2021,User
1201,17,125,3,06-04-2021,User
3012,19,53,4,06-04-2021,User
3012,19,53,4,06-04-2021,User
3165,19,82,3,06-04-2021,User
3165,19,82,3,06-04-2021,User
3301,9,134,4,06-04-2021,User
3301,9,134,4,06-04-2021,User
3468,11,74,1,06-04-2021,User
3468,11,74,1,06-04-2021,User
3516,34,92,3,06-04-2021,User
3516,34,92,3,06-04-2021,User
4115,13,180,1,06-04-2021,User
4115,13,180,1,06-04-2021,User
4255,37,118,2,06-04-2021,User
4255,37,118,2,06-04-2021,User
4544,11,159,2,06-04-2021,User
4544,11,159,2,06-04-2021,User
4600,18,53,43,06-04-2021,Seller
4600,18,53,43,06-04-2021,Seller
4801,32,151,30,06-04-2021,Seller
4801,32,151,30,06-04-2021,Seller
4814,27,155,2,06-04-2021,User
4814,27,155,2,06-04-2021,User
5557,33,4,65,06-04-2021,Seller
5743,11,82,4,06-04-2021,User
5748,18,67,1,06-04-2021,User
5993,40,123,99,06-04-2021,Seller
6279,35,182,4,06-04-2021,User
7092,14,24,4,06-04-2021,User
7679,16,165,2,06-04-2021,User
7827,35,24,43,06-04-2021,Seller
9520,24,9,93,06-04-2021,Seller
9800,31,154,1,06-04-2021,User
198,34,18,3,07-04-2021,User
280,8,74,91,07-04-2021,Seller
400,26,161,4,07-04-2021,User
463,32,85,1,07-04-2021,User
1049,15,41,7,07-04-2021,Seller
1049,15,41,7,07-04-2021,Seller
1066,34,200,3,07-04-2021,User
1066,34,200,3,07-04-2021,User
1260,13,71,4,07-04-2021,User
1260,13,71,4,07-04-2021,User
1711,19,26,4,07-04-2021,User
1711,19,26,4,07-04-2021,User
1763,26,88,3,07-04-2021,User
1763,26,88,3,07-04-2021,User
1939,18,143,3,07-04-2021,User
1939,18,143,3,07-04-2021,User
1948,16,127,3,07-04-2021,User
1948,16,127,3,07-04-2021,User
1972,7,175,2,07-04-2021,User
1972,7,175,2,07-04-2021,User
2115,7,168,4,07-04-2021,User
2115,7,168,4,07-04-2021,User
2331,38,133,2,07-04-2021,User
2331,38,133,2,07-04-2021,User
2874,6,76,1,07-04-2021,User
2874,6,76,1,07-04-2021,User
3354,25,178,71,07-04-2021,Seller
3354,25,178,71,07-04-2021,Seller
3659,10,81,4,07-04-2021,User
3659,10,81,4,07-04-2021,User
4103,10,133,4,07-04-2021,User
4103,10,133,4,07-04-2021,User
4113,25,41,3,07-04-2021,User
4113,25,41,3,07-04-2021,User
4314,32,15,1,07-04-2021,User
4314,32,15,1,07-04-2021,User
4654,25,86,4,07-04-2021,User
4654,25,86,4,07-04-2021,User
4828,34,68,1,07-04-2021,User
4896,23,115,3,07-04-2021,User
4924,25,122,2,07-04-2021,User
5158,27,20,4,07-04-2021,User
5520,34,200,84,07-04-2021,Seller
5622,23,134,2,07-04-2021,User
5716,30,138,59,07-04-2021,Seller
6069,26,180,3,07-04-2021,User
6887,36,20,2,07-04-2021,User
7196,20,84,1,07-04-2021,User
7412,5,71,4,07-04-2021,User
7461,14,184,4,07-04-2021,User
7598,8,120,1,07-04-2021,User
7631,38,154,1,07-04-2021,User
7699,20,170,3,07-04-2021,User
7730,21,164,4,07-04-2021,User
8022,10,106,35,07-04-2021,Seller
9022,38,75,2,07-04-2021,User
9032,1,70,100,07-04-2021,Seller
9075,38,33,4,07-04-2021,User
9558,10,122,3,07-04-2021,User
95,13,129,1,08-04-2021,User
141,10,192,3,08-04-2021,User
184,40,2,4,08-04-2021,User
317,29,91,55,08-04-2021,Seller
464,28,162,8,08-04-2021,User
495,27,15,68,08-04-2021,Seller
726,1,91,2,08-04-2021,User
1586,20,167,1,08-04-2021,User
1586,20,167,1,08-04-2021,User
1856,34,86,2,08-04-2021,User
1856,34,86,2,08-04-2021,User
2683,1,57,4,08-04-2021,User
2683,1,57,4,08-04-2021,User
2685,10,105,4,08-04-2021,User
2685,10,105,4,08-04-2021,User
3194,23,54,3,08-04-2021,User
3194,23,54,3,08-04-2021,User
3271,27,38,38,08-04-2021,Seller
3271,27,38,38,08-04-2021,Seller
3389,13,190,1,08-04-2021,User
3389,13,190,1,08-04-2021,User
3683,21,52,1,08-04-2021,User
3683,21,52,1,08-04-2021,User
4593,39,183,1,08-04-2021,User
4593,39,183,1,08-04-2021,User
5238,11,141,1,08-04-2021,User
5262,5,152,3,08-04-2021,User
5527,23,115,2,08-04-2021,User
5756,9,143,2,08-04-2021,User
6559,28,59,2,08-04-2021,User
6720,24,106,2,08-04-2021,User
6946,37,70,3,08-04-2021,User
7573,27,193,4,08-04-2021,User
8489,3,25,98,08-04-2021,Seller
8571,28,174,4,08-04-2021,User
9606,39,7,80,08-04-2021,Seller
9709,10,193,2,08-04-2021,User
9924,8,22,3,08-04-2021,User
198,34,18,3,09-04-2021,User
201,8,70,4,09-04-2021,User
382,11,7,15,09-04-2021,Seller
465,33,174,50,09-04-2021,Seller
504,29,149,4,09-04-2021,User
745,14,83,1,09-04-2021,User
763,17,158,46,09-04-2021,Seller
846,24,143,1,09-04-2021,User
1552,28,38,1,09-04-2021,User
1552,28,38,1,09-04-2021,User
1907,34,81,65,09-04-2021,Seller
1907,34,81,65,09-04-2021,Seller
1940,2,195,15,09-04-2021,Seller
1940,2,195,15,09-04-2021,Seller
1961,11,155,2,09-04-2021,User
1961,11,155,2,09-04-2021,User
2789,21,7,2,09-04-2021,User
2789,21,7,2,09-04-2021,User
2918,16,12,3,09-04-2021,User
2918,16,12,3,09-04-2021,User
3365,31,194,42,09-04-2021,Seller
3365,31,194,42,09-04-2021,Seller
4011,21,168,1,09-04-2021,User
4011,21,168,1,09-04-2021,User
4396,33,60,1,09-04-2021,User
4396,33,60,1,09-04-2021,User
4940,17,90,3,09-04-2021,User
5154,37,36,1,09-04-2021,User
5431,12,157,3,09-04-2021,User
6187,30,123,46,09-04-2021,Seller
6191,16,78,1,09-04-2021,User
6325,33,187,70,09-04-2021,Seller
6779,39,193,4,09-04-2021,User
6877,28,181,19,09-04-2021,Seller
7559,24,177,4,09-04-2021,User
8927,29,185,2,09-04-2021,User
9426,4,127,3,09-04-2021,User
9666,3,184,3,09-04-2021,User
9914,3,108,2,09-04-2021,User
65,5,148,3,10-04-2021,User
199,32,152,7,10-04-2021,Seller
206,31,190,2,10-04-2021,User
295,26,198,1,10-04-2021,User
383,21,152,2,10-04-2021,User
447,35,160,5,10-04-2021,Seller
466,7,24,6,10-04-2021,User
505,26,67,2,10-04-2021,User
746,29,44,2,10-04-2021,User
778,31,163,2,10-04-2021,User
926,29,58,2,10-04-2021,User
1156,37,195,4,10-04-2021,User
1156,37,195,4,10-04-2021,User
2294,36,97,4,10-04-2021,User
2294,36,97,4,10-04-2021,User
2475,24,142,2,10-04-2021,User
2475,24,142,2,10-04-2021,User
2550,34,178,100,10-04-2021,Seller
2550,34,178,100,10-04-2021,Seller
2648,6,30,1,10-04-2021,User
2648,6,30,1,10-04-2021,User
3026,15,37,96,10-04-2021,Seller
3026,15,37,96,10-04-2021,Seller
3168,21,79,2,10-04-2021,User
3168,21,79,2,10-04-2021,User
3252,8,70,4,10-04-2021,User
3252,8,70,4,10-04-2021,User
3618,9,4,9,10-04-2021,Seller
3618,9,4,9,10-04-2021,Seller
4268,34,176,4,10-04-2021,User
4268,34,176,4,10-04-2021,User
4890,3,18,1,10-04-2021,User
5493,37,135,4,10-04-2021,User
6828,5,144,90,10-04-2021,Seller
7250,19,37,2,10-04-2021,User
7893,20,176,4,10-04-2021,User
8250,24,198,34,10-04-2021,Seller
8355,7,93,2,10-04-2021,User
8957,6,66,44,10-04-2021,Seller
9345,13,7,4,10-04-2021,User
9398,22,20,35,10-04-2021,Seller
157,7,94,63,11-04-2021,Seller
166,36,151,4,11-04-2021,User
200,37,47,1,11-04-2021,User
227,6,153,4,11-04-2021,User
242,25,126,1,11-04-2021,User
384,7,23,2,11-04-2021,User
465,25,161,2,11-04-2021,User
467,36,30,58,11-04-2021,Seller
506,19,117,4,11-04-2021,User
713,17,198,4,11-04-2021,User
747,24,40,18,11-04-2021,Seller
1041,26,55,2,11-04-2021,User
1041,26,55,2,11-04-2021,User
1380,13,134,4,11-04-2021,User
1380,13,134,4,11-04-2021,User
1399,22,45,3,11-04-2021,User
1399,22,45,3,11-04-2021,User
1996,1,165,4,11-04-2021,User
1996,1,165,4,11-04-2021,User
2140,39,198,2,11-04-2021,User
2140,39,198,2,11-04-2021,User
2246,34,87,4,11-04-2021,User
2246,34,87,4,11-04-2021,User
2765,3,62,1,11-04-2021,User
2765,3,62,1,11-04-2021,User
3341,30,115,100,11-04-2021,Seller
3341,30,115,100,11-04-2021,Seller
3983,35,185,13,11-04-2021,Seller
3983,35,185,13,11-04-2021,Seller
4273,1,76,1,11-04-2021,User
4273,1,76,1,11-04-2021,User
4606,14,162,4,11-04-2021,User
4606,14,162,4,11-04-2021,User
4729,32,152,4,11-04-2021,User
4729,32,152,4,11-04-2021,User
4931,9,82,42,11-04-2021,Seller
5414,21,54,2,11-04-2021,User
5843,5,25,64,11-04-2021,Seller
6225,34,200,3,11-04-2021,User
6521,39,37,4,11-04-2021,User
6880,16,160,3,11-04-2021,User
6958,20,169,62,11-04-2021,Seller
7097,16,157,4,11-04-2021,User
8188,28,22,79,11-04-2021,Seller
8382,39,114,1,11-04-2021,User
8583,20,177,3,11-04-2021,User
8884,27,33,45,11-04-2021,Seller
8994,7,197,4,11-04-2021,User
